correlation_measure,subgrouping,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,best_weight_true_bias,mean_estimate,abs_bias_true,coverage_true,coverage_obs
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,MOPW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,OPW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,MOPW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,OPW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,MOPW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,PPW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,MOPW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,MOPW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0012811682890293778,0.0012811682890293778,0.9073,0.9071
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,0,4,0,-7.43056826832932e-4,PPW,1.394961545576859e-5,1.394961545576859e-5,0.9109,0.9105
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,4,0,0,7.463224918980348e-4,PPW,2.989449560906809e-5,2.989449560906809e-5,0.8976,0.8973
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,4,4,0,0.03646026958428305,OPW,0.031887616678013125,0.031887616678013125,0.8711,0.8779
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,4,4,0,0.03646026958428305,MOPW,0.031887616678013125,0.031887616678013125,0.8711,0.8779
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.41199499122584565,0.08800500877415435,0.8505,0.8585
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.41199499122584565,0.08800500877415435,0.8505,0.8585
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-9.155532642334522e-4,9.155532642334522e-4,0.9204,0.9212
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.029292139690233785,0.029292139690233785,0.901,0.9136
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.09692297743102034,0.0030770225689796676,0.8811,0.8786
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-9.067987731024051e-4,9.067987731024051e-4,0.9203,0.9201
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.0011186941685041528,0.0011186941685041528,0.8754,0.8616
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0013270428119553721,0.0013270428119553721,0.9209,0.921
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.0024752781044995223,0.0024752781044995223,0.8807,0.8745
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,OPW,0.10557836654429543,0.0055783665442954294,0.8744,0.8712
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.4219802921298079,0.07801970787019208,0.8644,0.8593
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.4090770942972781,0.09092290570272188,0.8549,0.8661
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0015554621902950751,0.0015554621902950751,0.9108,0.9115
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,OPW,0.0313682277777273,0.0313682277777273,0.8768,0.8829
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.0313682277777273,0.0313682277777273,0.8768,0.8829
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.41193613239518395,0.08806386760481605,0.8496,0.8605
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.41193613239518395,0.08806386760481605,0.8496,0.8605
Pearson,L_Y_sev__K_X_sev,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0011256128814059337,0.0011256128814059337,0.9262,0.9272
Pearson,L_Y_sev__K_X_sev,20,0,0,0,4,0,-7.43056826832932e-4,MOPW,-2.494864804241672e-4,2.494864804241672e-4,0.8749,0.8751
Pearson,L_Y_sev__K_X_sev,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_sev__K_X_sev,20,0,0,4,4,0,0.03646026958428305,MOPW,0.011519980875102025,0.011519980875102025,0.8672,0.8665
Pearson,L_Y_sev__K_X_sev,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_sev__K_X_sev,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_sev__K_X_sev,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_sev__K_X_sev,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_sev__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,MOPW,0.09866950772070238,0.0013304922792976293,0.87,0.8705
Pearson,L_Y_sev__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_sev__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_sev__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,4,4,0,0.0419497695755974,PPW,0.020861951399645386,0.020861951399645386,0.9262,0.9122
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.07734190081862875,0.022658099181371252,0.9259,0.9246
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.06163503996631391,0.03836496003368609,0.9041,0.9186
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.06188501778627723,0.038114982213722774,0.9079,0.9251
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,4,4,0,0.0419497695755974,MOPW,0.026807793388988175,0.026807793388988175,0.8911,0.9134
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.0655722078030616,OPW,0.09628565120449423,0.0037143487955057786,0.9266,0.8927
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.07275405686089556,0.027245943139104445,0.9248,0.9043
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.10520882227175646,0.0052088222717564525,0.9383,0.8476
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.07613070214945887,PPW,0.08139692732834006,0.018603072671659948,0.9373,0.9354
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.029503471051909758,0.9077,0.9153
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.18584857151176185,MOPW,0.25094208321597083,0.1490579167840292,0.7033,0.8665
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
